time,enemyId,aiType,action,activeGlitch,health,distToPlayer,canSeePlayer
0.50,Utility Enemy 3,Utility,AttackAction,None,1.00,61.7,0
0.50,Utility Enemy 14,Utility,AttackAction,None,1.00,49.6,0
0.50,Utility Enemy 4,Utility,AttackAction,None,1.00,62.3,0
0.50,Utility Enemy 15,Utility,AttackAction,None,1.00,79.0,0
0.50,Utility Enemy 8,Utility,AttackAction,None,1.00,76.5,0
0.50,Utility Enemy 11,Utility,AttackAction,None,1.00,33.9,0
1.01,Player,Player,-,None,1.00,,0
1.01,FSM Enemy 12,FSM,PatrolState,None,1.00,36.4,0
1.01,FSM Enemy 5,FSM,PatrolState,None,1.00,68.7,0
1.01,FSM Enemy 4,FSM,PatrolState,None,1.00,44.6,0
1.01,FSM Enemy 3,FSM,PatrolState,None,0.90,81.1,0
1.01,FSM Enemy 15,FSM,PatrolState,None,1.00,30.0,0
1.01,FSM Enemy 2,FSM,PatrolState,None,1.00,87.0,0
1.01,FSM Enemy 9,FSM,PatrolState,None,1.00,32.3,0
1.01,FSM Enemy 11,FSM,PatrolState,None,1.00,42.0,0
1.01,FSM Enemy 13,FSM,PatrolState,None,1.00,50.0,0
1.01,FSM Enemy 6,FSM,PatrolState,None,0.80,26.2,0
1.01,FSM Enemy 8,FSM,PatrolState,None,1.00,43.6,0
1.01,FSM Enemy 14,FSM,PatrolState,None,1.00,71.0,0
1.01,FSM Enemy 1,FSM,PatrolState,None,1.00,88.5,0
1.01,FSM Enemy 10,FSM,PatrolState,None,1.00,64.4,0
1.01,FSM Enemy 7,FSM,PatrolState,None,1.00,28.8,0
1.01,Utility Enemy 7,Utility,AttackAction,None,1.00,40.1,0
1.01,Utility Enemy 13,Utility,AttackAction,None,1.00,51.3,0
1.01,Utility Enemy 5,Utility,AttackAction,None,1.00,81.2,0
1.01,Utility Enemy 10,Utility,AttackAction,None,1.00,28.6,0
1.01,Utility Enemy 12,Utility,AttackAction,None,1.00,31.0,0
1.01,Utility Enemy 9,Utility,AttackAction,None,1.00,41.6,0
1.01,Utility Enemy 6,Utility,AttackAction,None,1.00,44.6,0
1.01,Utility Enemy 2,Utility,AttackAction,None,1.00,81.1,0
1.01,Utility Enemy 1,Utility,AttackAction,None,1.00,82.2,0
1.01,Utility Enemy 3,Utility,AttackAction,None,1.00,59.3,0
1.01,Utility Enemy 14,Utility,AttackAction,None,1.00,47.3,0
1.01,Utility Enemy 4,Utility,AttackAction,None,1.00,62.6,0
1.01,Utility Enemy 15,Utility,AttackAction,None,1.00,78.5,0
1.01,Utility Enemy 8,Utility,AttackAction,None,1.00,76.3,0
1.01,Utility Enemy 11,Utility,AttackAction,None,1.00,35.5,0
1.51,Player,Player,-,None,1.00,,0
1.51,FSM Enemy 12,FSM,PatrolState,None,1.00,35.4,0
1.51,FSM Enemy 5,FSM,PatrolState,None,1.00,68.4,0
1.51,FSM Enemy 4,FSM,PatrolState,None,1.00,42.0,0
1.51,FSM Enemy 3,FSM,PatrolState,None,0.90,81.4,0
1.51,FSM Enemy 15,FSM,PatrolState,None,1.00,32.0,0
1.51,FSM Enemy 2,FSM,PatrolState,None,1.00,85.9,0
1.51,FSM Enemy 9,FSM,PatrolState,None,1.00,32.3,0
1.51,FSM Enemy 11,FSM,PatrolState,None,1.00,45.1,0
1.51,FSM Enemy 13,FSM,PatrolState,None,1.00,51.1,0
1.51,FSM Enemy 6,FSM,PatrolState,None,0.80,24.7,0
1.51,FSM Enemy 8,FSM,PatrolState,None,1.00,41.8,0
1.51,FSM Enemy 14,FSM,PatrolState,None,1.00,68.9,0
1.51,FSM Enemy 1,FSM,PatrolState,None,1.00,89.4,0
1.51,FSM Enemy 10,FSM,PatrolState,None,1.00,63.7,0
1.51,FSM Enemy 7,FSM,PatrolState,None,1.00,29.7,0
1.51,Utility Enemy 7,Utility,AttackAction,None,1.00,38.4,0
1.51,Utility Enemy 13,Utility,AttackAction,None,1.00,52.5,0
1.51,Utility Enemy 5,Utility,AttackAction,None,1.00,80.2,0
1.51,Utility Enemy 10,Utility,AttackAction,None,1.00,27.0,0
1.51,Utility Enemy 12,Utility,AttackAction,None,0.75,29.1,0
1.51,Utility Enemy 9,Utility,AttackAction,None,1.00,39.5,0
1.51,Utility Enemy 6,Utility,AttackAction,None,1.00,46.5,0
1.51,Utility Enemy 2,Utility,AttackAction,None,1.00,79.7,0
1.51,Utility Enemy 1,Utility,AttackAction,None,1.00,81.8,0
1.51,Utility Enemy 3,Utility,AttackAction,None,1.00,57.3,0
1.51,Utility Enemy 14,Utility,AttackAction,None,1.00,45.2,0
1.51,Utility Enemy 4,Utility,AttackAction,None,1.00,63.3,0
1.51,Utility Enemy 15,Utility,AttackAction,None,1.00,78.5,0
1.51,Utility Enemy 8,Utility,AttackAction,None,1.00,76.6,0
1.51,Utility Enemy 11,Utility,AttackAction,None,1.00,37.2,0
2.01,Player,Player,-,None,1.00,,0
2.01,FSM Enemy 12,FSM,PatrolState,None,0.90,33.6,0
2.01,FSM Enemy 5,FSM,PatrolState,None,1.00,68.3,0
2.01,FSM Enemy 4,FSM,PatrolState,None,1.00,39.6,0
2.01,FSM Enemy 3,FSM,PatrolState,None,0.90,81.9,0
2.01,FSM Enemy 15,FSM,PatrolState,None,1.00,34.2,0
2.01,FSM Enemy 2,FSM,PatrolState,None,1.00,85.0,0
2.01,FSM Enemy 9,FSM,PatrolState,None,1.00,32.5,0
2.01,FSM Enemy 11,FSM,PatrolState,None,1.00,48.2,0
2.01,FSM Enemy 13,FSM,PatrolState,None,0.90,52.3,0
2.01,FSM Enemy 6,FSM,PatrolState,None,0.80,23.2,0
2.01,FSM Enemy 8,FSM,PatrolState,None,1.00,40.2,0
2.01,FSM Enemy 14,FSM,PatrolState,None,1.00,67.1,0
2.01,FSM Enemy 1,FSM,PatrolState,None,1.00,90.6,0
2.01,FSM Enemy 10,FSM,PatrolState,None,1.00,63.1,0
2.01,FSM Enemy 7,FSM,PatrolState,None,1.00,30.7,0
2.01,Utility Enemy 7,Utility,AttackAction,None,1.00,36.7,0
2.01,Utility Enemy 13,Utility,AttackAction,None,1.00,53.8,0
2.01,Utility Enemy 5,Utility,AttackAction,None,1.00,79.5,0
2.01,Utility Enemy 10,Utility,AttackAction,None,1.00,25.6,0
2.01,Utility Enemy 12,Utility,AttackAction,None,0.75,27.2,0
2.01,Utility Enemy 9,Utility,AttackAction,None,1.00,37.6,0
2.01,Utility Enemy 6,Utility,AttackAction,None,1.00,48.3,0
2.01,Utility Enemy 2,Utility,AttackAction,None,1.00,78.6,0
2.01,Utility Enemy 1,Utility,AttackAction,None,1.00,81.5,0
2.01,Utility Enemy 3,Utility,AttackAction,None,1.00,55.5,0
2.01,Utility Enemy 14,Utility,AttackAction,None,1.00,43.2,0
2.01,Utility Enemy 4,Utility,AttackAction,None,1.00,64.1,0
2.01,Utility Enemy 15,Utility,AttackAction,None,1.00,78.6,0
2.01,Utility Enemy 8,Utility,AttackAction,None,1.00,77.0,0
2.01,Utility Enemy 11,Utility,AttackAction,None,1.00,38.9,0
2.52,Player,Player,-,None,1.00,,0
2.52,FSM Enemy 12,FSM,PatrolState,None,0.90,30.2,0
2.52,FSM Enemy 5,FSM,PatrolState,None,1.00,68.6,0
2.52,FSM Enemy 4,FSM,PatrolState,None,1.00,36.2,0
2.52,FSM Enemy 3,FSM,PatrolState,None,0.90,82.2,0
2.52,FSM Enemy 15,FSM,PatrolState,None,1.00,37.4,0
2.52,FSM Enemy 2,FSM,PatrolState,None,1.00,83.3,0
2.52,FSM Enemy 9,FSM,PatrolState,None,1.00,32.6,0
2.52,FSM Enemy 11,FSM,PatrolState,None,1.00,52.2,0
2.52,FSM Enemy 13,FSM,PatrolState,None,0.90,54.4,0
2.52,FSM Enemy 6,FSM,PatrolState,None,0.80,20.7,0
2.52,FSM Enemy 8,FSM,PatrolState,None,1.00,38.7,0
2.52,FSM Enemy 14,FSM,PatrolState,None,1.00,64.5,0
2.52,FSM Enemy 1,FSM,PatrolState,None,1.00,92.2,0
2.52,FSM Enemy 10,FSM,PatrolState,None,1.00,61.8,0
2.52,FSM Enemy 7,FSM,PatrolState,None,1.00,32.8,0
2.52,Utility Enemy 7,Utility,AttackAction,None,1.00,34.2,0
2.52,Utility Enemy 13,Utility,AttackAction,None,1.00,56.1,0
2.52,Utility Enemy 5,Utility,AttackAction,None,1.00,78.6,0
2.52,Utility Enemy 10,Utility,AttackAction,None,1.00,23.4,0
2.52,Utility Enemy 12,Utility,Dead,None,0.00,24.3,0
2.52,Utility Enemy 9,Utility,AttackAction,None,1.00,34.5,0
2.52,Utility Enemy 6,Utility,AttackAction,None,1.00,51.3,0
2.52,Utility Enemy 2,Utility,AttackAction,None,1.00,76.9,0
2.52,Utility Enemy 1,Utility,AttackAction,None,1.00,81.3,0
2.52,Utility Enemy 3,Utility,AttackAction,None,1.00,52.7,0
2.52,Utility Enemy 14,Utility,AttackAction,None,1.00,40.1,0
2.52,Utility Enemy 4,Utility,AttackAction,None,1.00,65.6,0
2.52,Utility Enemy 15,Utility,AttackAction,None,1.00,79.0,0
2.52,Utility Enemy 8,Utility,AttackAction,None,1.00,77.9,0
2.52,Utility Enemy 11,Utility,AttackAction,None,1.00,41.7,0
3.02,Player,Player,-,None,1.00,,0
3.02,FSM Enemy 12,FSM,PatrolState,None,0.90,27.0,0
3.02,FSM Enemy 5,FSM,PatrolState,None,1.00,69.2,0
3.02,FSM Enemy 4,FSM,PatrolState,None,1.00,33.3,0
3.02,FSM Enemy 3,FSM,PatrolState,None,0.90,82.7,0
3.02,FSM Enemy 15,FSM,PatrolState,None,1.00,40.1,0
3.02,FSM Enemy 2,FSM,PatrolState,None,1.00,82.0,0
3.02,FSM Enemy 9,FSM,PatrolState,None,1.00,33.4,0
3.02,FSM Enemy 11,FSM,PatrolState,None,1.00,55.0,0
3.02,FSM Enemy 13,FSM,PatrolState,None,0.90,56.5,0
3.02,FSM Enemy 6,FSM,PatrolState,None,0.70,18.6,0
3.02,FSM Enemy 8,FSM,PatrolState,None,1.00,37.8,0
3.02,FSM Enemy 14,FSM,PatrolState,None,1.00,62.5,0
3.02,FSM Enemy 1,FSM,PatrolState,None,1.00,94.3,0
3.02,FSM Enemy 10,FSM,PatrolState,None,1.00,61.0,0
3.02,FSM Enemy 7,FSM,PatrolState,None,1.00,34.7,0
3.02,Utility Enemy 7,Utility,AttackAction,None,1.00,31.8,0
3.02,Utility Enemy 13,Utility,AttackAction,None,1.00,58.4,0
3.02,Utility Enemy 5,Utility,AttackAction,None,1.00,78.2,0
3.02,Utility Enemy 10,Utility,AttackAction,None,1.00,21.3,0
3.02,Utility Enemy 12,Utility,Dead,None,0.00,21.6,0
3.02,Utility Enemy 9,Utility,AttackAction,None,1.00,31.7,0
3.02,Utility Enemy 6,Utility,AttackAction,None,1.00,54.2,0
3.02,Utility Enemy 2,Utility,AttackAction,None,1.00,75.8,0
3.02,Utility Enemy 1,Utility,AttackAction,None,1.00,81.6,0
3.02,Utility Enemy 3,Utility,AttackAction,None,1.00,50.3,0
3.02,Utility Enemy 14,Utility,AttackAction,None,1.00,37.3,0
3.02,Utility Enemy 4,Utility,AttackAction,None,1.00,67.4,0
3.02,Utility Enemy 15,Utility,AttackAction,None,1.00,79.8,0
3.02,Utility Enemy 8,Utility,AttackAction,None,1.00,79.1,0
3.02,Utility Enemy 11,Utility,AttackAction,None,1.00,44.5,0
3.53,Player,Player,-,None,1.00,,0
3.53,FSM Enemy 12,FSM,PatrolState,None,0.90,24.2,0
3.53,FSM Enemy 5,FSM,PatrolState,None,0.90,70.3,0
3.53,FSM Enemy 4,FSM,PatrolState,None,1.00,31.7,0
3.53,FSM Enemy 3,FSM,PatrolState,None,0.90,84.3,0
3.53,FSM Enemy 15,FSM,PatrolState,None,1.00,41.7,0
3.53,FSM Enemy 2,FSM,PatrolState,None,1.00,81.9,0
3.53,FSM Enemy 9,FSM,PatrolState,None,1.00,34.6,0
3.53,FSM Enemy 11,FSM,PatrolState,None,1.00,57.0,0
3.53,FSM Enemy 13,FSM,PatrolState,None,0.90,58.4,0
3.53,FSM Enemy 6,FSM,PatrolState,None,0.70,16.9,0
3.53,FSM Enemy 8,FSM,PatrolState,None,1.00,38.0,0
3.53,FSM Enemy 14,FSM,PatrolState,None,1.00,61.6,0
3.53,FSM Enemy 1,FSM,PatrolState,None,1.00,97.0,0
3.53,FSM Enemy 10,FSM,PatrolState,None,1.00,61.9,0
3.53,FSM Enemy 7,FSM,PatrolState,None,1.00,35.4,0
3.53,Utility Enemy 7,Utility,AttackAction,None,1.00,29.7,0
3.53,Utility Enemy 13,Utility,AttackAction,None,1.00,60.5,0
3.53,Utility Enemy 5,Utility,AttackAction,None,1.00,79.1,0
3.53,Utility Enemy 10,Utility,AttackAction,None,1.00,19.3,1
3.53,Utility Enemy 12,Utility,Dead,None,0.00,19.6,1
3.53,Utility Enemy 9,Utility,AttackAction,None,1.00,30.0,0
3.53,Utility Enemy 6,Utility,AttackAction,None,1.00,56.0,0
3.53,Utility Enemy 2,Utility,AttackAction,None,1.00,76.3,0
3.53,Utility Enemy 1,Utility,AttackAction,None,1.00,83.0,0
3.53,Utility Enemy 3,Utility,AttackAction,None,1.00,49.6,0
3.53,Utility Enemy 14,Utility,AttackAction,None,1.00,36.0,0
3.53,Utility Enemy 4,Utility,AttackAction,None,1.00,69.4,0
3.53,Utility Enemy 15,Utility,AttackAction,None,1.00,81.5,0
3.53,Utility Enemy 8,Utility,AttackAction,None,1.00,80.9,0
3.53,Utility Enemy 11,Utility,AttackAction,None,1.00,46.4,0
4.03,Player,Player,-,None,1.00,,0
4.03,FSM Enemy 12,FSM,PatrolState,None,0.90,21.9,0
4.03,FSM Enemy 5,FSM,PatrolState,None,0.90,71.3,0
4.03,FSM Enemy 4,FSM,PatrolState,None,1.00,30.9,0
4.03,FSM Enemy 3,FSM,PatrolState,None,0.90,85.4,0
4.03,FSM Enemy 15,FSM,PatrolState,None,1.00,42.1,0
4.03,FSM Enemy 2,FSM,PatrolState,None,1.00,81.4,0
4.03,FSM Enemy 9,FSM,PatrolState,None,1.00,34.2,0
4.03,FSM Enemy 11,FSM,PatrolState,None,1.00,58.2,0
4.03,FSM Enemy 13,FSM,PatrolState,None,0.90,59.9,0
4.03,FSM Enemy 6,FSM,PatrolState,None,0.35,15.7,0
4.03,FSM Enemy 8,FSM,PatrolState,None,1.00,38.1,0
4.03,FSM Enemy 14,FSM,PatrolState,None,1.00,60.3,0
4.03,FSM Enemy 1,FSM,PatrolState,None,1.00,98.4,0
4.03,FSM Enemy 10,FSM,PatrolState,None,1.00,62.7,0
4.03,FSM Enemy 7,FSM,PatrolState,None,1.00,35.7,0
4.03,Utility Enemy 7,Utility,AttackAction,None,1.00,28.0,0
4.03,Utility Enemy 13,Utility,AttackAction,None,1.00,62.1,0
4.03,Utility Enemy 5,Utility,AttackAction,None,1.00,79.9,0
4.03,Utility Enemy 10,Utility,SpreadFireAction,None,1.00,17.7,0
4.03,Utility Enemy 12,Utility,Dead,None,0.00,18.1,1
4.03,Utility Enemy 9,Utility,AttackAction,None,1.00,28.6,0
4.03,Utility Enemy 6,Utility,AttackAction,None,1.00,57.5,0
4.03,Utility Enemy 2,Utility,AttackAction,None,1.00,76.7,0
4.03,Utility Enemy 1,Utility,AttackAction,None,1.00,84.1,0
4.03,Utility Enemy 3,Utility,AttackAction,None,1.00,49.0,0
4.03,Utility Enemy 14,Utility,AttackAction,None,1.00,35.0,0
4.03,Utility Enemy 4,Utility,AttackAction,None,1.00,71.0,0
4.03,Utility Enemy 15,Utility,AttackAction,None,1.00,82.8,0
4.03,Utility Enemy 8,Utility,AttackAction,None,1.00,82.4,0
4.03,Utility Enemy 11,Utility,AttackAction,None,1.00,48.0,0
4.53,Player,Player,-,None,1.00,,0
4.53,FSM Enemy 12,FSM,PatrolState,None,0.90,18.2,0
4.53,FSM Enemy 5,FSM,PatrolState,None,0.90,74.9,0
4.53,FSM Enemy 4,FSM,PatrolState,None,1.00,30.3,0
4.53,FSM Enemy 3,FSM,PatrolState,None,0.90,85.7,0
4.53,FSM Enemy 15,FSM,PatrolState,None,1.00,43.9,0
4.53,FSM Enemy 2,FSM,PatrolState,None,1.00,80.5,0
4.53,FSM Enemy 9,FSM,PatrolState,None,1.00,34.5,0
4.53,FSM Enemy 11,FSM,PatrolState,None,1.00,60.6,0
4.53,FSM Enemy 13,FSM,PatrolState,None,0.90,62.3,0
4.53,FSM Enemy 6,FSM,PatrolState,None,0.35,13.5,0
4.53,FSM Enemy 8,FSM,PatrolState,None,1.00,40.6,0
4.53,FSM Enemy 14,FSM,PatrolState,None,1.00,58.8,0
4.53,FSM Enemy 1,FSM,PatrolState,None,1.00,100.2,0
4.53,FSM Enemy 10,FSM,PatrolState,None,1.00,62.4,0
4.53,FSM Enemy 7,FSM,PatrolState,None,1.00,37.6,0
4.53,Utility Enemy 7,Utility,AttackAction,None,1.00,25.0,0
4.53,Utility Enemy 13,Utility,AttackAction,None,1.00,65.2,0
4.53,Utility Enemy 5,Utility,AttackAction,None,1.00,81.2,0
4.53,Utility Enemy 10,Utility,SpreadFireAction,None,0.50,14.1,1
4.53,Utility Enemy 12,Utility,Dead,None,0.00,15.2,1
4.53,Utility Enemy 9,Utility,AttackAction,None,1.00,26.1,0
4.53,Utility Enemy 6,Utility,AttackAction,None,1.00,60.3,0
4.53,Utility Enemy 2,Utility,AttackAction,None,1.00,77.2,0
4.53,Utility Enemy 1,Utility,AttackAction,None,1.00,86.0,0
4.53,Utility Enemy 3,Utility,AttackAction,None,1.00,47.9,0
4.53,Utility Enemy 14,Utility,AttackAction,None,1.00,33.0,0
4.53,Utility Enemy 4,Utility,AttackAction,None,1.00,73.9,0
4.53,Utility Enemy 15,Utility,AttackAction,None,1.00,85.1,0
4.53,Utility Enemy 8,Utility,AttackAction,None,1.00,85.0,0
4.53,Utility Enemy 11,Utility,AttackAction,None,1.00,51.0,0
5.03,Player,Player,-,None,1.00,,0
5.03,FSM Enemy 12,FSM,PatrolState,None,0.90,14.7,0
5.03,FSM Enemy 5,FSM,PatrolState,None,0.80,78.8,0
5.03,FSM Enemy 4,FSM,PatrolState,None,1.00,28.6,0
5.03,FSM Enemy 3,FSM,PatrolState,None,0.90,86.2,0
5.03,FSM Enemy 15,FSM,PatrolState,None,1.00,45.8,0
5.03,FSM Enemy 2,FSM,PatrolState,None,1.00,80.1,0
5.03,FSM Enemy 9,FSM,PatrolState,None,1.00,35.0,0
5.03,FSM Enemy 11,FSM,PatrolState,None,1.00,62.9,0
5.03,FSM Enemy 13,FSM,PatrolState,None,0.90,64.6,0
5.03,FSM Enemy 6,FSM,PatrolState,None,0.35,11.6,0
5.03,FSM Enemy 8,FSM,PatrolState,None,1.00,44.0,0
5.03,FSM Enemy 14,FSM,PatrolState,None,1.00,57.5,0
5.03,FSM Enemy 1,FSM,PatrolState,None,1.00,102.0,0
5.03,FSM Enemy 10,FSM,PatrolState,None,1.00,62.1,0
5.03,FSM Enemy 7,FSM,PatrolState,None,1.00,41.1,0
5.03,Utility Enemy 7,Utility,AttackAction,None,1.00,21.9,0
5.03,Utility Enemy 13,Utility,AttackAction,None,1.00,68.3,0
5.03,Utility Enemy 5,Utility,AttackAction,None,1.00,82.7,0
5.03,Utility Enemy 10,Utility,Dead,None,0.00,11.2,1
5.03,Utility Enemy 12,Utility,Dead,None,0.00,12.5,1
5.03,Utility Enemy 9,Utility,AttackAction,None,1.00,23.8,0
5.03,Utility Enemy 6,Utility,AttackAction,None,1.00,63.2,0
5.03,Utility Enemy 2,Utility,AttackAction,None,1.00,78.1,0
5.03,Utility Enemy 1,Utility,AttackAction,None,1.00,88.1,0
5.03,Utility Enemy 3,Utility,AttackAction,None,1.00,47.1,0
5.03,Utility Enemy 14,Utility,AttackAction,None,1.00,31.2,0
5.03,Utility Enemy 4,Utility,AttackAction,None,1.00,76.8,0
5.03,Utility Enemy 15,Utility,AttackAction,None,1.00,87.6,0
5.03,Utility Enemy 8,Utility,AttackAction,None,1.00,87.7,0
5.03,Utility Enemy 11,Utility,AttackAction,None,1.00,54.0,0
5.53,Player,Player,-,None,1.00,,0
5.53,FSM Enemy 12,FSM,PatrolState,None,0.90,12.4,0
5.53,FSM Enemy 5,FSM,PatrolState,None,0.80,83.0,0
5.53,FSM Enemy 4,FSM,PatrolState,None,0.90,28.6,0
5.53,FSM Enemy 3,FSM,PatrolState,None,0.90,87.5,0
5.53,FSM Enemy 15,FSM,PatrolState,None,1.00,47.2,0
5.53,FSM Enemy 2,FSM,PatrolState,None,1.00,80.8,0
5.53,FSM Enemy 9,FSM,PatrolState,None,1.00,36.2,0
5.53,FSM Enemy 11,FSM,PatrolState,None,1.00,64.2,0
5.53,FSM Enemy 13,FSM,PatrolState,None,0.90,66.8,0
5.53,FSM Enemy 6,FSM,PatrolState,None,0.35,9.6,0
5.53,FSM Enemy 8,FSM,PatrolState,None,1.00,47.4,0
5.53,FSM Enemy 14,FSM,PatrolState,None,1.00,57.3,0
5.53,FSM Enemy 1,FSM,PatrolState,None,1.00,104.2,0
5.53,FSM Enemy 10,FSM,PatrolState,None,1.00,62.8,0
5.53,FSM Enemy 7,FSM,PatrolState,None,1.00,44.2,0
5.53,Utility Enemy 7,Utility,AttackAction,None,1.00,19.1,1
5.53,Utility Enemy 13,Utility,AttackAction,None,1.00,71.1,0
5.53,Utility Enemy 5,Utility,AttackAction,None,1.00,85.1,0
5.53,Utility Enemy 10,Utility,Dead,None,0.00,8.2,1
5.53,Utility Enemy 12,Utility,Dead,None,0.00,10.7,1
5.53,Utility Enemy 9,Utility,AttackAction,None,1.00,22.6,0
5.53,Utility Enemy 6,Utility,AttackAction,None,1.00,65.5,0
5.53,Utility Enemy 2,Utility,AttackAction,None,1.00,79.9,0
5.53,Utility Enemy 1,Utility,AttackAction,None,1.00,90.8,0
5.53,Utility Enemy 3,Utility,AttackAction,None,1.00,47.5,0
5.53,Utility Enemy 14,Utility,AttackAction,None,1.00,30.7,0
5.53,Utility Enemy 4,Utility,AttackAction,None,1.00,79.8,0
5.53,Utility Enemy 15,Utility,AttackAction,None,1.00,90.5,0
5.53,Utility Enemy 8,Utility,AttackAction,None,1.00,90.6,0
5.53,Utility Enemy 11,Utility,AttackAction,None,1.00,56.6,0
6.03,Player,Player,-,None,1.00,,0
6.03,FSM Enemy 12,FSM,PatrolState,None,0.90,13.4,0
6.03,FSM Enemy 5,FSM,PatrolState,None,0.80,87.0,0
6.03,FSM Enemy 4,FSM,PatrolState,None,0.90,31.6,0
6.03,FSM Enemy 3,FSM,PatrolState,None,0.90,89.5,0
6.03,FSM Enemy 15,FSM,PatrolState,None,1.00,47.5,0
6.03,FSM Enemy 2,FSM,PatrolState,None,1.00,83.3,0
6.03,FSM Enemy 9,FSM,PatrolState,None,1.00,38.0,0
6.03,FSM Enemy 11,FSM,PatrolState,None,1.00,63.9,0
6.03,FSM Enemy 13,FSM,PatrolState,None,0.90,67.9,0
6.03,FSM Enemy 6,FSM,PatrolState,None,0.10,5.7,0
6.03,FSM Enemy 8,FSM,PatrolState,None,1.00,50.5,0
6.03,FSM Enemy 14,FSM,PatrolState,None,1.00,58.7,0
6.03,FSM Enemy 1,FSM,PatrolState,None,1.00,106.3,0
6.03,FSM Enemy 10,FSM,PatrolState,None,1.00,64.4,0
6.03,FSM Enemy 7,FSM,PatrolState,None,1.00,45.7,0
6.03,Utility Enemy 7,Utility,SpreadFireAction,None,1.00,17.8,1
6.03,Utility Enemy 13,Utility,AttackAction,None,1.00,72.9,0
6.03,Utility Enemy 5,Utility,AttackAction,None,1.00,88.1,0
6.03,Utility Enemy 10,Utility,Dead,None,0.00,5.8,1
